Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1.0,1.0,0.4239183988337059,0.0,0.0,0.4382863797445804,2
0,0.0,1.0,0.667162051622284,0.0,0.0,0.5638355581040989,0
0,1.0,1.0,0.3966623340983409,0.125,0.1666666666666666,0.4167698439704556,2
0,1.0,1.0,0.4978259932790342,0.375,0.1666666666666666,0.5312146059569067,2
0,0.0,0.0,0.6376558435166434,0.0,0.0,0.5558054278839746,0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,2
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.0,2
0,1.0,0.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,2
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.5036405451890232,0
0,1.0,1.0,0.3544934501163655,0.5,0.3333333333333333,0.5683943213256838,2
1,0.5,1.0,0.2798173978998723,0.25,0.1666666666666666,0.5777444618916184,2
1,1.0,0.0,0.3294531525538622,0.0,0.3333333333333333,0.524648232129476,2
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5880823274584867,2
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,1
1,0.0,1.0,0.6123987547851958,0.0,0.0,0.5477878099218253,2
0,1.0,1.0,0.5897450537859864,0.125,0.1666666666666666,0.5067685847733391,1
0,1.0,1.0,0.5705895260910279,0.0,0.0,0.4284583614855458,2
1,0.5,0.0,0.5475147250141573,0.0,0.0,0.4895936900036676,2
0,0.5,1.0,0.4079900203433638,0.0,0.0,0.4895936900036676,2
1,1.0,0.0,0.4079900203433638,0.125,0.0,0.4167698439704556,2
1,0.5,1.0,0.3192163198209954,0.125,0.1666666666666666,0.5373931885097546,2
1,0.0,0.0,0.6068484163993966,0.0,0.0,0.5513742636740908,0
1,0.0,0.0,0.6767077140108874,0.0,0.0,0.6769694877036576,0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
0,1.0,1.0,0.5987240403310208,0.0,0.1666666666666666,0.4566361882221849,2
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
0,0.5,0.0,0.4477880312965102,0.0,0.0,0.4895936900036676,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4664848597225169,2
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,2
0,1.0,1.0,0.5579035407552049,0.0,0.0,0.3069239568825896,2
0,1.0,1.0,0.6158169949398109,0.0,0.0,0.3464032120058173,0
1,1.0,1.0,0.3966623340983409,0.0,0.0,0.4483469373725304,2
0,1.0,0.0,0.3025785219266238,0.0,0.1666666666666666,0.4703091378540522,2
0,1.0,1.0,0.5475147250141573,0.125,0.0,0.50943500827718,2
1,1.0,1.0,0.4623461705678389,0.0,0.0,0.5162777194118078,0
1,1.0,0.0,0.3779565283814268,0.0,0.0,0.3949244643625331,1
1,0.0,1.0,0.5897450537859864,0.0,0.0,0.5647115128375297,0
0,1.0,1.0,0.4477880312965102,0.0,0.0,0.3270734992848313,2
1,0.5,0.0,0.5638056570361273,0.0,0.0,0.5221747008933499,2
0,1.0,1.0,0.4331520785318763,0.0,0.0,0.3681457074336097,2
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,2
0,1.0,1.0,0.4978259932790342,0.125,0.0,0.3949244643625331,1
1,0.0,0.0,0.5421291926909031,0.125,0.0,0.6599819216588341,0
1,1.0,0.0,0.4675096096866259,0.0,0.0,0.4382863797445804,2
0,0.5,1.0,0.5987240403310208,0.125,0.0,0.55026334283178,2
1,0.0,0.0,0.5475147250141573,0.0,0.0,0.6197913846593158,0
0,0.5,1.0,0.5353177329359075,0.0,0.0,0.4740870124718861,2
1,1.0,1.0,0.3779565283814268,0.0,0.0,0.4483469373725304,2
0,0.5,1.0,0.4675096096866259,0.0,0.0,0.4895936900036676,2
0,1.0,1.0,0.6440067577201629,0.0,0.0,0.4483469373725304,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4284583614855458,2
1,0.0,1.0,0.5794308998041521,0.125,0.0,0.6455065498742252,2
0,1.0,1.0,0.4331520785318763,0.0,0.0,0.4643688432000434,2
1,0.5,1.0,0.4079900203433638,0.0,0.0,0.4740870124718861,2
0,1.0,1.0,0.4194709949120017,0.0,0.0,0.3681457074336097,2
0,0.5,1.0,0.3966623340983409,0.0,0.0,0.4895936900036676,2
0,1.0,0.0,0.4978259932790342,0.375,0.1666666666666666,0.5312146059569067,2
1,0.0,0.0,0.5638056570361273,0.125,0.0,0.6388919669209703,2
0,1.0,1.0,0.5289318002833451,0.0,0.0,0.4064512868764628,2
0,0.5,1.0,0.6807836801695953,0.0,0.0,0.4961343875757615,2
1,1.0,0.0,0.3390462187492944,0.5,0.3333333333333333,0.5683943213256838,2
0,0.5,1.0,0.4477880312965102,0.0,0.0,0.4740870124718861,2
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.3774141876810806,2
0,0.5,1.0,0.6068484163993966,0.125,0.0,0.5373931885097546,2
1,0.5,0.0,0.3489436831832462,0.0,0.3333333333333333,0.5429282407860633,2
0,0.5,1.0,0.4079900203433638,0.0,0.0,0.4740870124718861,2
0,0.5,1.0,0.5533351189055027,0.0,0.0,0.4807832394106314,2
0,1.0,0.0,0.4978259932790342,0.125,0.0,0.499516926507386,0
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5067685847733391,1
0,0.5,1.0,0.5289318002833451,0.0,0.0,0.4740870124718861,2
0,1.0,1.0,0.4331520785318763,0.0,0.0,0.3360274863599648,2
0,1.0,1.0,0.5353177329359075,0.0,0.0,0.3464032120058173,0
0,0.0,1.0,0.6068484163993966,0.25,0.0,0.6455065498742252,1
0,1.0,0.0,0.4562697362471276,0.0,0.0,0.4064512868764628,2
1,0.5,0.0,0.4477880312965102,0.0,0.3333333333333333,0.5021740067115567,2
1,0.0,1.0,0.5760816011568849,0.125,0.1666666666666666,0.5939371525276728,2
0,0.5,1.0,0.6571603408131788,0.125,0.0,0.5373931885097546,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3681457074336097,2
0,1.0,0.0,0.5289318002833451,0.125,0.1666666666666666,0.4703091378540522,2
0,0.0,1.0,0.6994517549420707,0.0,0.0,0.5477878099218253,2
0,1.0,1.0,0.5353177329359075,0.125,0.0,0.5118652871156263,2
0,1.0,0.0,0.5947186662152916,0.0,0.3333333333333333,0.5192082852064193,2
1,1.0,0.0,0.5289318002833451,0.0,0.3333333333333333,0.5048327479576674,0
1,0.0,0.0,0.4978259932790342,0.0,0.0,0.6288284496418153,0
1,0.0,0.0,0.5353177329359075,0.0,0.0,0.6404030247022602,2
1,0.0,0.0,0.5638056570361273,0.0,0.0,1.0,0
1,0.5,0.0,0.6376558435166434,0.0,0.1666666666666666,0.5373931885097546,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
1,1.0,1.0,0.3192163198209954,0.5,0.3333333333333333,0.5683943213256838,2
0,0.0,1.0,0.6494195154377587,0.125,0.1666666666666666,0.6312386886545315,2
0,0.0,1.0,0.5897450537859864,0.0,0.0,0.0,2
0,1.0,0.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4740870124718861,2
0,1.0,1.0,0.3779565283814268,0.5,0.1666666666666666,0.5807978374617785,2
1,1.0,1.0,0.4562697362471276,0.125,0.0,0.4064512868764628,2
1,0.0,0.0,0.6767077140108874,0.0,0.1666666666666666,0.6867806947468754,2
1,0.0,0.0,0.5638056570361273,0.0,0.0,0.6729265007057594,2
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5647115128375297,2
1,1.0,1.0,0.4562697362471276,0.0,0.0,0.0,2
1,0.5,0.0,0.5947186662152916,0.0,0.1666666666666666,0.5182236662660242,2
0,0.0,1.0,0.5760816011568849,0.0,0.1666666666666666,0.558774541820896,0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
1,0.0,0.0,0.7078209135846193,0.125,0.0,0.624236700310742,2
0,1.0,0.0,0.6123987547851958,0.0,0.0,0.3949244643625331,2
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.0,2
0,1.0,1.0,0.3455320871135414,0.5,0.1666666666666666,0.5573255055537766,1
1,1.0,0.0,0.5638056570361273,0.125,0.1666666666666666,0.5197013443584122,2
0,1.0,1.0,0.7236435489390141,0.0,0.0,0.3949244643625331,1
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4167698439704556,2
0,1.0,1.0,0.3779565283814268,0.0,0.0,0.4664848597225169,2
1,1.0,1.0,0.4079900203433638,0.0,0.0,0.4483469373725304,2
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5373931885097546,2
0,1.0,1.0,0.5533351189055027,0.0,0.0,0.4599876370181719,0
1,1.0,1.0,0.5353177329359075,0.0,0.0,0.4664848597225169,2
0,1.0,1.0,0.4331520785318763,0.0,0.0,0.4284583614855458,2
1,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,2
1,1.0,0.0,0.4331520785318763,0.0,0.0,0.3949244643625331,1
1,0.0,0.0,0.4623461705678389,0.0,0.0,0.6264965261228748,2
1,0.0,0.0,0.4079900203433638,0.125,0.0,0.6478248908169066,0
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4836924462891673,0
0,1.0,0.0,0.4477880312965102,0.0,0.0,0.4624746668014429,2
0,1.0,1.0,0.4477880312965102,0.0,0.0,0.4284583614855458,2
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5513742636740908,0
0,1.0,1.0,0.4428954404891271,0.0,0.0,0.3574588034684496,0
0,0.0,0.0,0.3025785219266238,0.125,0.3333333333333333,0.6807836801695953,2
1,0.0,1.0,0.4978259932790342,0.0,0.0,0.5626065760269885,2
1,0.0,0.0,0.6376558435166434,0.0,0.1666666666666666,0.7230696912296037,0
1,1.0,0.0,0.4978259932790342,0.0,0.0,0.3949244643625331,1
1,1.0,1.0,0.4978259932790342,0.25,0.0,0.5271675539982079,1
0,1.0,1.0,0.4079900203433638,0.0,0.0,0.0,2
1,0.5,0.0,0.4978259932790342,0.0,0.0,0.4812842695060341,1
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4483469373725304,2
1,0.0,1.0,0.262987231255272,0.125,0.3333333333333333,0.6807836801695953,2
1,0.0,0.0,0.4978259932790342,0.0,0.0,0.656249213797818,0
1,0.0,0.0,0.3866391952087103,0.125,0.0,0.6527380875240476,0
0,0.5,1.0,0.5353177329359075,0.125,0.0,0.5281745367322644,0
1,0.0,0.0,0.5353177329359075,0.0,0.0,0.6028008888411869,0
1,0.0,0.0,0.4477880312965102,0.0,0.0,0.6363233976522155,0
1,0.0,0.0,0.3966623340983409,0.25,0.3333333333333333,0.7315857305611914,0
0,0.5,0.0,0.4623461705678389,0.125,0.1666666666666666,0.5373931885097546,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4284583614855458,2
0,0.5,1.0,0.6033376658922499,0.125,0.1666666666666666,0.5429282407860633,2
1,1.0,0.0,0.4623461705678389,0.0,0.0,0.4167698439704556,2
1,0.5,0.0,0.4477880312965102,0.125,0.0,0.5373931885097546,2
0,0.5,1.0,0.6571603408131788,0.0,0.0,0.4975909015877031,2
1,0.0,0.0,0.5421291926909031,0.0,0.3333333333333333,0.6907812205537641,2
1,0.0,0.0,0.5897450537859864,0.125,0.1666666666666666,0.670124209221222,0
0,1.0,1.0,0.4331520785318763,0.0,0.0,0.3681457074336097,2
0,1.0,1.0,0.4675096096866259,0.0,0.0,0.4284583614855458,2
1,0.5,0.0,0.5353177329359075,0.0,0.0,0.4812842695060341,1
1,0.5,0.0,0.4331520785318763,0.125,0.1666666666666666,0.5564337764029503,2
0,1.0,1.0,0.4978259932790342,1.0,0.3333333333333333,0.6123987547851958,2
1,0.0,0.0,0.5705895260910279,0.0,0.0,0.6729265007057594,0
0,1.0,1.0,0.6936065394812824,0.0,0.0,0.3020803313731542,2
1,0.5,0.0,0.5705895260910279,0.0,0.0,0.4895936900036676,2
1,1.0,0.0,0.5421291926909031,0.125,0.1666666666666666,0.5204419095945336,2
1,0.0,0.0,0.3779565283814268,0.0,0.1666666666666666,0.6046378629008248,0
1,1.0,0.0,0.4978259932790342,0.25,0.0,0.5271675539982079,1
0,0.0,1.0,0.6158169949398109,0.0,0.0,0.5555992086638706,2
0,0.0,1.0,0.5794308998041521,0.0,0.1666666666666666,0.6867806947468754,2
0,1.0,1.0,0.3779565283814268,0.25,0.0,0.5147917997571257,2
1,0.0,0.0,0.4978259932790342,0.125,0.0,0.6681712229656771,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4284583614855458,2
0,0.0,1.0,0.5289318002833451,0.125,0.0,0.6091169191124597,2
1,0.0,0.0,0.5947186662152916,0.0,0.0,0.670124209221222,0
1,1.0,1.0,0.6123987547851958,0.0,0.0,0.4483469373725304,2
0,0.0,1.0,0.6123987547851958,0.0,0.0,0.5744411836158962,2
1,0.5,1.0,0.3025785219266238,0.125,0.1666666666666666,0.5373931885097546,2
1,0.0,0.0,0.4477880312965102,0.375,0.3333333333333333,0.7476408695413723,2
0,0.5,1.0,0.4978259932790342,0.0,0.0,0.4895936900036676,2
0,0.5,1.0,0.4562697362471276,0.0,0.0,0.4895936900036676,2
0,0.5,1.0,0.5705895260910279,0.0,0.0,0.4895936900036676,2
1,0.5,0.0,0.4477880312965102,0.0,0.0,0.4895936900036676,2
1,0.5,0.0,0.5897450537859864,0.0,0.0,0.4895936900036676,2
1,1.0,0.0,0.4978259932790342,0.125,0.0,0.5118652871156263,2
1,1.0,1.0,0.3192163198209954,0.125,0.1666666666666666,0.5101082669431759,2
0,1.0,1.0,0.5987240403310208,0.0,0.0,0.4599876370181719,2
0,1.0,1.0,0.4403496086471908,0.0,0.0,0.4636512091243674,2
0,0.0,1.0,0.4978259932790342,0.0,0.0,0.5734536154753406,2
0,1.0,1.0,0.3705765930857424,0.125,0.1666666666666666,0.3574588034684496,0
0,1.0,1.0,0.4562697362471276,0.125,0.0,0.5143031687425621,2
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.3464032120058173,0
0,1.0,1.0,0.4978259932790342,0.0,0.0,0.4664848597225169,2
